gene_symbol_std	contrast	pathway_id	pathway_label	NES	p_adjust	gene_symbol_raw	gene_symbol_raw_deg	logFC	adj.P.Val	t	gene_symbol	direction	abs_logFC
CXCR6	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CXCR6	CXCR6	1.30410483517079	6.35468835498133e-09	6.5813275712488	CXCR6	positive_pathway	1.30410483517079
PROK2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	PROK2	PROK2	1.2941465883169	2.1712745794393e-05	4.73561104800346	PROK2	positive_pathway	1.2941465883169
SLC4A4	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	SLC4A4	SLC4A4	1.26541393679425	0.0036525075295349	3.24502956007021	SLC4A4	positive_pathway	1.26541393679425
CYBB	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CYBB	CYBB	1.22695831637843	1.96088094909066e-07	5.84995573277484	CYBB	positive_pathway	1.22695831637843
CALCRL	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CALCRL	CALCRL	1.19361094773142	2.54614580224757e-11	7.68887457023948	CALCRL	positive_pathway	1.19361094773142
TACR1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	TACR1	TACR1	1.18709533142542	0.00015790071938723	4.20785210193153	TACR1	positive_pathway	1.18709533142542
MEP1A	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	MEP1A	MEP1A	1.18026803976226	0.0222913354165652	2.56847464515211	MEP1A	positive_pathway	1.18026803976226
MSR1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	MSR1	MSR1	1.17226210064806	2.30776274800005e-07	5.8139665316082	MSR1	positive_pathway	1.17226210064806
SLAMF1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	SLAMF1	SLAMF1	1.14761070853979	1.77949641075356e-05	4.78628649370838	SLAMF1	positive_pathway	1.14761070853979
SLC7A2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	SLC7A2	SLC7A2	1.13897447165479	1.91993364054736e-05	4.76699809233202	SLC7A2	positive_pathway	1.13897447165479
C3AR1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	C3AR1	C3AR1	1.06702666865053	8.54642693063387e-08	6.03156231489959	C3AR1	positive_pathway	1.06702666865053
CMKLR1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CMKLR1	CMKLR1	1.04397982013133	2.03225980447976e-07	5.84206033932352	CMKLR1	positive_pathway	1.04397982013133
INHBA	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	INHBA	INHBA	1.04188338876312	0.000696871619417002	3.7762935875568	INHBA	positive_pathway	1.04188338876312
IL2RB	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	IL2RB	IL2RB	1.04186898815099	3.33028332587002e-08	6.23466402590422	IL2RB	positive_pathway	1.04186898815099
CCR7	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CCR7	CCR7	1.03459545435008	0.00225161453185382	3.40686926091274	CCR7	positive_pathway	1.03459545435008
MEFV	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	MEFV	MEFV	1.0276680489447	4.94967020106467e-05	4.52070006940112	MEFV	positive_pathway	1.0276680489447
PDE4B	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	PDE4B	PDE4B	1.02077473693378	9.88191232145558e-09	6.48943826152922	PDE4B	positive_pathway	1.02077473693378
IL1R1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	IL1R1	IL1R1	1.01476773370774	7.9119262635828e-07	5.53679494230239	IL1R1	positive_pathway	1.01476773370774
IL6	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	IL6	IL6	1.00429473599112	0.00822585234489427	2.95678063854485	IL6	positive_pathway	1.00429473599112
HAS2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	HAS2	HAS2	1.00332552105386	7.02402436771785e-05	4.42761948102924	HAS2	positive_pathway	1.00332552105386
CD69	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CD69	CD69	0.999093807371131	0.000160317197514987	4.20357540455025	CD69	positive_pathway	0.999093807371131
FPR1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	FPR1	FPR1	0.976218155093784	9.79096550022065e-06	4.93594628093554	FPR1	positive_pathway	0.976218155093784
ABCA1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	ABCA1	ABCA1	0.975494246002762	3.76839957254774e-10	7.162258394142	ABCA1	positive_pathway	0.975494246002762
LCP2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	LCP2	LCP2	0.95918213304219	2.16482332870242e-08	6.32658801903173	LCP2	positive_pathway	0.95918213304219
CD48	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CD48	CD48	0.926361634099821	0.00105541221714069	3.64873521264315	CD48	positive_pathway	0.926361634099821
GPR183	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	GPR183	GPR183	0.921503873320443	0.000105540836215714	4.31859248741087	GPR183	positive_pathway	0.921503873320443
TLR1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	TLR1	TLR1	0.908572336760424	4.96696291366753e-09	6.63166796068125	TLR1	positive_pathway	0.908572336760424
SELL	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	SELL	SELL	0.895047604340124	0.00139337743768911	3.5608906664134	SELL	positive_pathway	0.895047604340124
NLRP3	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	NLRP3	NLRP3	0.894370259090803	3.16989252946609e-06	5.21277756360903	NLRP3	positive_pathway	0.894370259090803
KCNMB2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	KCNMB2	KCNMB2	0.885572787739129	0.0448954080915851	2.26703223311145	KCNMB2	positive_pathway	0.885572787739129
ADGRE1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	ADGRE1	ADGRE1	0.876672322211344	0.000235163641734797	4.09606044341254	ADGRE1	positive_pathway	0.876672322211344
GPC3	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	GPC3	GPC3	0.857677632635563	1.89292691479323e-05	4.77036539292576	GPC3	positive_pathway	0.857677632635563
CXCL10	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CXCL10	CXCL10	0.853484373695032	0.00485732175971043	3.14678741790581	CXCL10	positive_pathway	0.853484373695032
PIK3R5	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	PIK3R5	PIK3R5	0.849427005196983	2.53862142174347e-05	4.69519424904517	PIK3R5	positive_pathway	0.849427005196983
IL10RA	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	IL10RA	IL10RA	0.843104404976891	5.00610932142194e-06	5.10145070753132	IL10RA	positive_pathway	0.843104404976891
CSF3	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CSF3	CSF3	0.827836311443999	0.0894944751004758	1.93766984690165	CSF3	positive_pathway	0.827836311443999
NMUR1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	NMUR1	NMUR1	0.795451962143047	3.57036322495674e-05	4.60592606011495	NMUR1	positive_pathway	0.795451962143047
CCL17	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CCL17	CCL17	0.794514143243814	0.0671389024004884	2.07989911922811	CCL17	positive_pathway	0.794514143243814
SGMS2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	SGMS2	SGMS2	0.786377739160744	8.37490384040734e-07	5.52330764862873	SGMS2	positive_pathway	0.786377739160744
OLR1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	OLR1	OLR1	0.784028628056578	0.0243558640119928	2.531950442411	OLR1	positive_pathway	0.784028628056578
CXCL11	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CXCL11	CXCL11	0.782654657962655	0.012321705827034	2.8033937597807	CXCL11	positive_pathway	0.782654657962655
IL1B	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	IL1B	IL1B	0.769469913524667	0.00122881339544579	3.60076352919665	IL1B	positive_pathway	0.769469913524667
ATP2B1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	ATP2B1	ATP2B1	0.760306010829786	6.50517323842534e-11	7.50619597477812	ATP2B1	positive_pathway	0.760306010829786
PTGER4	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	PTGER4	PTGER4	0.753402403207235	2.28363993400922e-06	5.29075795292331	PTGER4	positive_pathway	0.753402403207235
PCDH7	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	PCDH7	PCDH7	0.744649165508826	0.0042231754417631	3.1955282276353	PCDH7	positive_pathway	0.744649165508826
NPFFR2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	NPFFR2	NPFFR2	0.737883056030855	0.0307625829471974	2.43352734742028	NPFFR2	positive_pathway	0.737883056030855
LPAR1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	LPAR1	LPAR1	0.733505039366881	9.43840085162502e-06	4.94534310007988	LPAR1	positive_pathway	0.733505039366881
TNFAIP6	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	TNFAIP6	TNFAIP6	0.729752899972013	0.00735932263002766	2.99839153945998	TNFAIP6	positive_pathway	0.729752899972013
IL10	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	IL10	IL10	0.709179621888717	0.00253153549654654	3.36748960051906	IL10	positive_pathway	0.709179621888717
C5AR1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	C5AR1	C5AR1	0.704306244660801	0.00048876713089302	3.88222395530063	C5AR1	positive_pathway	0.704306244660801
SERPINE1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	SERPINE1	SERPINE1	0.689593052954983	0.0176613168867928	2.66290434410507	SERPINE1	positive_pathway	0.689593052954983
CCL5	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CCL5	CCL5	0.682660794478348	0.00305608389697557	3.30542794045597	CCL5	positive_pathway	0.682660794478348
CXCL6	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CXCL6	CXCL6	0.678869769589513	0.118054500566622	1.7925144272488	CXCL6	positive_pathway	0.678869769589513
CCL22	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CCL22	CCL22	0.676939230895637	0.0387464553791295	2.33322828983157	CCL22	positive_pathway	0.676939230895637
TLR3	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	TLR3	TLR3	0.667082996734597	0.000115284572723135	4.29448633422093	TLR3	positive_pathway	0.667082996734597
CCL2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CCL2	CCL2	0.645411507583299	0.0150909527242853	2.72510925516002	CCL2	positive_pathway	0.645411507583299
KIF1B	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	KIF1B	KIF1B	0.607468077450928	7.01304399701902e-13	8.37889464127763	KIF1B	positive_pathway	0.607468077450928
TNFSF15	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	TNFSF15	TNFSF15	0.606929842067348	0.00364588932190681	3.24561091200367	TNFSF15	positive_pathway	0.606929842067348
CLEC5A	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CLEC5A	CLEC5A	0.60508724062951	0.0243195618042414	2.53259423014629	CLEC5A	positive_pathway	0.60508724062951
HIF1A	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	HIF1A	HIF1A	0.60280287094983	1.25180549385295e-05	4.8747532572742	HIF1A	positive_pathway	0.60280287094983
IL18R1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	IL18R1	IL18R1	0.566251119190071	0.000319072793444123	4.00659963936363	IL18R1	positive_pathway	0.566251119190071
LTA	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	LTA	LTA	0.562218503943674	0.0429223069841158	2.2876240828713	LTA	positive_pathway	0.562218503943674
RASGRP1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	RASGRP1	RASGRP1	0.561441420360533	0.00820735944583326	2.95767232818398	RASGRP1	positive_pathway	0.561441420360533
AQP9	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	AQP9	AQP9	0.558583467753187	0.0581556762462202	2.14970476313004	AQP9	positive_pathway	0.558583467753187
IL18RAP	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	IL18RAP	IL18RAP	0.5573915536836	0.0125049186134257	2.79777701568545	IL18RAP	positive_pathway	0.5573915536836
TNFRSF9	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	TNFRSF9	TNFRSF9	0.541867155002592	0.0290443079132048	2.45784326065614	TNFRSF9	positive_pathway	0.541867155002592
APLNR	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	APLNR	APLNR	0.539817407628885	0.0201524667632841	2.60948858720251	APLNR	positive_pathway	0.539817407628885
LAMP3	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	LAMP3	LAMP3	0.512143971417933	0.0282827635318337	2.46932769154774	LAMP3	positive_pathway	0.512143971417933
EBI3	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	EBI3	EBI3	0.508633469869207	0.0334683768153103	2.39735533787422	EBI3	positive_pathway	0.508633469869207
PDPN	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	PDPN	PDPN	0.490161891149838	0.103780402269391	1.86047850724224	PDPN	positive_pathway	0.490161891149838
BTG2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	BTG2	BTG2	0.472015772706453	0.00924883571517554	2.91331628052155	BTG2	positive_pathway	0.472015772706453
STAB1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	STAB1	STAB1	0.468022833609703	0.00417463640702088	3.19937142072788	STAB1	positive_pathway	0.468022833609703
AXL	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	AXL	AXL	0.463333284127785	0.0191775554721058	2.62962055989244	AXL	positive_pathway	0.463333284127785
KCNJ2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	KCNJ2	KCNJ2	0.459910347852114	0.0111073731835063	2.84349038918429	KCNJ2	positive_pathway	0.459910347852114
TNFRSF1B	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	TNFRSF1B	TNFRSF1B	0.458700785595924	0.00264095013719961	3.3537041282433	TNFRSF1B	positive_pathway	0.458700785595924
ICAM1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	ICAM1	ICAM1	0.457847681162926	0.0262014111232342	2.50104281763079	ICAM1	positive_pathway	0.457847681162926
CSF3R	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CSF3R	CSF3R	0.452579939267405	0.0558516064677944	2.16840677888026	CSF3R	positive_pathway	0.452579939267405
RGS1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	RGS1	RGS1	0.450582849149145	0.0780892029064444	2.00615957135933	RGS1	positive_pathway	0.450582849149145
BEST1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	BEST1	BEST1	0.445508621664701	0.0015176877135173	3.53350732188041	BEST1	positive_pathway	0.445508621664701
DCBLD2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	DCBLD2	DCBLD2	0.421405497859602	0.117765716102723	1.79381244127025	DCBLD2	positive_pathway	0.421405497859602
TLR2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	TLR2	TLR2	0.409259045471821	0.0316380960854946	2.42175163672528	TLR2	positive_pathway	0.409259045471821
RAF1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	RAF1	RAF1	0.406602481884504	8.52198431679373e-05	4.3762106659903	RAF1	positive_pathway	0.406602481884504
RNF144B	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	RNF144B	RNF144B	0.396917290795465	0.00233374350457609	3.39503876465249	RNF144B	positive_pathway	0.396917290795465
OSMR	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	OSMR	OSMR	0.392967371188248	0.017512634268496	2.66627325675953	OSMR	positive_pathway	0.392967371188248
NAMPT	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	NAMPT	NAMPT	0.392467220703154	0.00839541063017556	2.94935334586942	NAMPT	positive_pathway	0.392467220703154
SLC31A1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	SLC31A1	SLC31A1	0.384946727231792	0.000325099500941031	4.00098817242272	SLC31A1	positive_pathway	0.384946727231792
CSF1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CSF1	CSF1	0.384421231479567	0.010908521569305	2.85071207352619	CSF1	positive_pathway	0.384421231479567
ACVR2A	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	ACVR2A	ACVR2A	0.381438751786552	7.62616568951055e-07	5.5455160292764	ACVR2A	positive_pathway	0.381438751786552
ITGB3	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	ITGB3	ITGB3	0.377832933238416	0.0401988427398091	2.31695594608387	ITGB3	positive_pathway	0.377832933238416
ATP2A2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	ATP2A2	ATP2A2	0.373930244937984	0.000202603172173897	4.13725151039771	ATP2A2	positive_pathway	0.373930244937984
SLC7A1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	SLC7A1	SLC7A1	0.364024004918456	0.00216559171251554	3.41954830282978	SLC7A1	positive_pathway	0.364024004918456
PTGER2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	PTGER2	PTGER2	0.358965535652004	0.0730455035623856	2.03922407345599	PTGER2	positive_pathway	0.358965535652004
GCH1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	GCH1	GCH1	0.353949961685242	0.0507235650478165	2.21236874885628	GCH1	positive_pathway	0.353949961685242
EIF2AK2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	EIF2AK2	EIF2AK2	0.351116432399198	9.1473913783277e-05	4.35729395943322	EIF2AK2	positive_pathway	0.351116432399198
ITGA5	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	ITGA5	ITGA5	0.333097199498027	0.120288146446726	1.78260153487001	ITGA5	positive_pathway	0.333097199498027
EDN1	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	EDN1	EDN1	0.329548374032203	0.103996743028626	1.85937597000066	EDN1	positive_pathway	0.329548374032203
SLC31A2	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	SLC31A2	SLC31A2	0.323199485459407	0.0997281884760983	1.88146999234685	SLC31A2	positive_pathway	0.323199485459407
CD14	high_vs_intermediate	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	2.22513308653259	8.47176741352414e-11	CD14	CD14	0.29352469442973	0.116633067606902	1.79903246190666	CD14	positive_pathway	0.29352469442973
